"year","zone","measure","value"
"2007","S01001839","Median",125000
"1993","S01001839","Mean",43025
"1994","S01001839","Mean",40732
"1995","S01001839","Mean",43357
"2008","S01001839","Mean",110727
"1996","S01001839","Mean",50483
"2004","S01001839","Mean",94292
"1997","S01001839","Mean",40916
"2005","S01001839","Mean",100613
"2009","S01001839","Mean",113750
"2010","S01001839","Mean",106091
"2011","S01001839","Mean",116375
"2012","S01001839","Mean",110357
"2013","S01001839","Mean",107591
"2006","S01001839","Mean",107621
"2003","S01001839","Mean",129451
"2002","S01001839","Mean",82593
"1998","S01001839","Mean",37508
"1999","S01001839","Mean",48294
"2007","S01001839","Mean",127286
"2000","S01001839","Mean",47545
"2001","S01001839","Mean",53200
"1997","S01001839","Upper Quartile",48375
"2003","S01001839","Upper Quartile",191000
"2002","S01001839","Upper Quartile",82000
"1996","S01001839","Upper Quartile",56000
"2008","S01001839","Upper Quartile",120000
"2006","S01001839","Upper Quartile",128750
"1998","S01001839","Upper Quartile",42500
"1995","S01001839","Upper Quartile",52500
"2007","S01001839","Upper Quartile",143500
"2004","S01001839","Upper Quartile",108750
"1999","S01001839","Upper Quartile",54488
"2011","S01001839","Upper Quartile",140000
"1994","S01001839","Upper Quartile",47000
"2005","S01001839","Upper Quartile",120000
"2012","S01001839","Upper Quartile",115000
"2013","S01001839","Upper Quartile",127000
"2010","S01001839","Upper Quartile",122500
"1993","S01001839","Upper Quartile",46000
"2001","S01001839","Upper Quartile",59325
"2009","S01001839","Upper Quartile",120000
"2000","S01001839","Upper Quartile",58000
"2004","S01001839","Lower Quartile",76040
"2005","S01001839","Lower Quartile",81000
"2006","S01001839","Lower Quartile",93361
"2007","S01001839","Lower Quartile",108000
"2008","S01001839","Lower Quartile",97500
"2009","S01001839","Lower Quartile",109000
"2010","S01001839","Lower Quartile",90000
"2011","S01001839","Lower Quartile",97500
"2012","S01001839","Lower Quartile",102500
"2013","S01001839","Lower Quartile",81000
"2003","S01001839","Lower Quartile",69000
"2002","S01001839","Lower Quartile",49000
"1998","S01001839","Lower Quartile",33050
"1999","S01001839","Lower Quartile",43000
"2000","S01001839","Lower Quartile",36000
"2001","S01001839","Lower Quartile",45000
"1993","S01001839","Lower Quartile",39500
"1994","S01001839","Lower Quartile",33000
"1995","S01001839","Lower Quartile",31500
"1996","S01001839","Lower Quartile",40000
"1997","S01001839","Lower Quartile",32498
"2004","S01001839","Count",20
"2005","S01001839","Count",16
"2006","S01001839","Count",16
"2007","S01001839","Count",18
"2008","S01001839","Count",11
"2009","S01001839","Count",8
"2010","S01001839","Count",11
"2011","S01001839","Count",8
"2012","S01001839","Count",14
"2013","S01001839","Count",11
"2003","S01001839","Count",18
"2002","S01001839","Count",31
"1998","S01001839","Count",12
"1999","S01001839","Count",17
"2000","S01001839","Count",11
"2001","S01001839","Count",8
"1993","S01001839","Count",18
"1994","S01001839","Count",15
"1995","S01001839","Count",7
"1996","S01001839","Count",9
"1997","S01001839","Count",12
"2008","S01001840","Median",241066
"2009","S01001840","Median",229998
"2006","S01001840","Median",249995
"2005","S01001840","Median",203750
"1998","S01001840","Median",98112
"2010","S01001840","Median",121180
"2013","S01001840","Median",202111
"2012","S01001840","Median",220000
"1995","S01001840","Median",78230
"2011","S01001840","Median",222500
"2004","S01001840","Median",233500
"1993","S01001840","Median",67000
"2001","S01001840","Median",75000
"2002","S01001840","Median",132100
"1996","S01001840","Median",83125
"2000","S01001840","Median",120000
"1999","S01001840","Median",85081
"2003","S01001840","Median",180000
"1997","S01001840","Median",85062
"1994","S01001840","Median",86750
"2007","S01001840","Median",254407
"1993","S01001840","Mean",66982
"1994","S01001840","Mean",81966
"1995","S01001840","Mean",78244
"2008","S01001840","Mean",241939
"1996","S01001840","Mean",86194
"2004","S01001840","Mean",194117
"1997","S01001840","Mean",90648
"2005","S01001840","Mean",199687
"2009","S01001840","Mean",229998
"2010","S01001840","Mean",150235
"2011","S01001840","Mean",225741
"2012","S01001840","Mean",220929
"2013","S01001840","Mean",207936
"2006","S01001840","Mean",238818
"2003","S01001840","Mean",158771
"2002","S01001840","Mean",141292
"1998","S01001840","Mean",104000
"1999","S01001840","Mean",88382
"2007","S01001840","Mean",259821
"2000","S01001840","Mean",120161
"2001","S01001840","Mean",101506
"1997","S01001840","Upper Quartile",102500
"2003","S01001840","Upper Quartile",187150
"2002","S01001840","Upper Quartile",172558
"1996","S01001840","Upper Quartile",98500
"2008","S01001840","Upper Quartile",280000
"2006","S01001840","Upper Quartile",290000
"1998","S01001840","Upper Quartile",105050
"1995","S01001840","Upper Quartile",100000
"2007","S01001840","Upper Quartile",335000
"2004","S01001840","Upper Quartile",250000
"1999","S01001840","Upper Quartile",90000
"2011","S01001840","Upper Quartile",225000
"1994","S01001840","Upper Quartile",98250
"2005","S01001840","Upper Quartile",252666
"2012","S01001840","Upper Quartile",250000
"2013","S01001840","Upper Quartile",241155
"2010","S01001840","Upper Quartile",249995
"1993","S01001840","Upper Quartile",75000
"2001","S01001840","Upper Quartile",130000
"2009","S01001840","Upper Quartile",249995
"2000","S01001840","Upper Quartile",137137
"2004","S01001840","Lower Quartile",97330
"2005","S01001840","Lower Quartile",129710
"2006","S01001840","Lower Quartile",173000
"2007","S01001840","Lower Quartile",207500
"2008","S01001840","Lower Quartile",212000
"2009","S01001840","Lower Quartile",210000
"2010","S01001840","Lower Quartile",60000
"2011","S01001840","Lower Quartile",206206
"2012","S01001840","Lower Quartile",205575
"2013","S01001840","Lower Quartile",175000
"2003","S01001840","Lower Quartile",85000
"2002","S01001840","Lower Quartile",105000
"1998","S01001840","Lower Quartile",90653
"1999","S01001840","Lower Quartile",85055
"2000","S01001840","Lower Quartile",83000
"2001","S01001840","Lower Quartile",70257
"1993","S01001840","Lower Quartile",47000
"1994","S01001840","Lower Quartile",72284
"1995","S01001840","Lower Quartile",54405
"1996","S01001840","Lower Quartile",68000
"1997","S01001840","Lower Quartile",75750
"2004","S01001840","Count",7
"2005","S01001840","Count",8
"2006","S01001840","Count",7
"2007","S01001840","Count",10
"2008","S01001840","Count",6
"2009","S01001840","Count",2
"2010","S01001840","Count",5
"2011","S01001840","Count",5
"2012","S01001840","Count",6
"2013","S01001840","Count",7
"2003","S01001840","Count",7
"2002","S01001840","Count",11
"1998","S01001840","Count",6
"1999","S01001840","Count",5
"2000","S01001840","Count",17
"2001","S01001840","Count",9
"1993","S01001840","Count",13
"1994","S01001840","Count",10
"1995","S01001840","Count",9
"1996","S01001840","Count",12
"1997","S01001840","Count",14
"2008","S01001841","Median",137120
"2009","S01001841","Median",143250
"2006","S01001841","Median",125505
"2005","S01001841","Median",118975
"1998","S01001841","Median",52850
"2010","S01001841","Median",137550
"2013","S01001841","Median",126250
"2012","S01001841","Median",117500
"1995","S01001841","Median",50500
"2011","S01001841","Median",132000
"2004","S01001841","Median",112112
"1993","S01001841","Median",45500
"2001","S01001841","Median",67250
"2002","S01001841","Median",88014
"1996","S01001841","Median",49625
"2000","S01001841","Median",60000
"1999","S01001841","Median",59000
"2003","S01001841","Median",94000
"1997","S01001841","Median",50500
"1994","S01001841","Median",47750
"2007","S01001841","Median",160000
"1993","S01001841","Mean",45113
"1994","S01001841","Mean",47952
"1995","S01001841","Mean",50258
"2008","S01001841","Mean",140955
"1996","S01001841","Mean",49415
"2004","S01001841","Mean",112678
"1997","S01001841","Mean",51827
"2005","S01001841","Mean",121096
"2009","S01001841","Mean",146443
"2010","S01001841","Mean",134450
"2011","S01001841","Mean",126167
"2012","S01001841","Mean",120750
"2013","S01001841","Mean",128128
"2006","S01001841","Mean",129536
"2003","S01001841","Mean",94814
"2002","S01001841","Mean",88505
"1998","S01001841","Mean",53066
"1999","S01001841","Mean",58134
"2007","S01001841","Mean",156963
"2000","S01001841","Mean",61879
"2001","S01001841","Mean",66506
"1997","S01001841","Upper Quartile",52000
"2003","S01001841","Upper Quartile",101750
"2002","S01001841","Upper Quartile",94000
"1996","S01001841","Upper Quartile",51500
"2008","S01001841","Upper Quartile",152000
"2006","S01001841","Upper Quartile",136000
"1998","S01001841","Upper Quartile",54250
"1995","S01001841","Upper Quartile",51750
"2007","S01001841","Upper Quartile",172000
"2004","S01001841","Upper Quartile",120567
"1999","S01001841","Upper Quartile",60000
"2011","S01001841","Upper Quartile",135000
"1994","S01001841","Upper Quartile",51000
"2005","S01001841","Upper Quartile",131815
"2012","S01001841","Upper Quartile",130250
"2013","S01001841","Upper Quartile",138000
"2010","S01001841","Upper Quartile",141500
"1993","S01001841","Upper Quartile",47375
"2001","S01001841","Upper Quartile",69350
"2009","S01001841","Upper Quartile",155300
"2000","S01001841","Upper Quartile",69149
"2004","S01001841","Lower Quartile",100000
"2005","S01001841","Lower Quartile",115000
"2006","S01001841","Lower Quartile",120000
"2007","S01001841","Lower Quartile",145000
"2008","S01001841","Lower Quartile",131000
"2009","S01001841","Lower Quartile",134000
"2010","S01001841","Lower Quartile",123625
"2011","S01001841","Lower Quartile",100000
"2012","S01001841","Lower Quartile",111250
"2013","S01001841","Lower Quartile",115000
"2003","S01001841","Lower Quartile",85005
"2002","S01001841","Lower Quartile",82000
"1998","S01001841","Lower Quartile",51000
"1999","S01001841","Lower Quartile",55000
"2000","S01001841","Lower Quartile",55000
"2001","S01001841","Lower Quartile",63562
"1993","S01001841","Lower Quartile",43000
"1994","S01001841","Lower Quartile",45500
"1995","S01001841","Lower Quartile",47500
"1996","S01001841","Lower Quartile",47000
"1997","S01001841","Lower Quartile",49625
"2004","S01001841","Count",21
"2005","S01001841","Count",20
"2006","S01001841","Count",25
"2007","S01001841","Count",19
"2008","S01001841","Count",14
"2009","S01001841","Count",8
"2010","S01001841","Count",8
"2011","S01001841","Count",6
"2012","S01001841","Count",4
"2013","S01001841","Count",12
"2003","S01001841","Count",17
"2002","S01001841","Count",20
"1998","S01001841","Count",20
"1999","S01001841","Count",15
"2000","S01001841","Count",19
"2001","S01001841","Count",16
"1993","S01001841","Count",24
"1994","S01001841","Count",22
"1995","S01001841","Count",18
"1996","S01001841","Count",26
"1997","S01001841","Count",20
"2008","S01001842","Median",240000
"2009","S01001842","Median",185000
"2006","S01001842","Median",167750
"2005","S01001842","Median",194500
"1998","S01001842","Median",65995
"2010","S01001842","Median",203000
"2013","S01001842","Median",172500
"2012","S01001842","Median",236000
"1995","S01001842","Median",76645
"2011","S01001842","Median",167607
"2004","S01001842","Median",128000
"1993","S01001842","Median",60000
"2001","S01001842","Median",105000
"2002","S01001842","Median",116625
"1996","S01001842","Median",86795
"2000","S01001842","Median",98000
"1999","S01001842","Median",74500
"2003","S01001842","Median",131131
"1997","S01001842","Median",79745
"1994","S01001842","Median",68000
"2007","S01001842","Median",185250
"1993","S01001842","Mean",62333
"1994","S01001842","Mean",66488
"1995","S01001842","Mean",81986
"2008","S01001842","Mean",231370
"1996","S01001842","Mean",86257
"2004","S01001842","Mean",151656
"1997","S01001842","Mean",82785
"2005","S01001842","Mean",202607
"2009","S01001842","Mean",179643
"2010","S01001842","Mean",228550
"2011","S01001842","Mean",207158
"2012","S01001842","Mean",224167
"2013","S01001842","Mean",175818
"2006","S01001842","Mean",198543
"2003","S01001842","Mean",145024
"2002","S01001842","Mean",123167
"1998","S01001842","Mean",74298
"1999","S01001842","Mean",80939
"2007","S01001842","Mean",210802
"2000","S01001842","Mean",101782
"2001","S01001842","Mean",107390
"1997","S01001842","Upper Quartile",98495
"2003","S01001842","Upper Quartile",170000
"2002","S01001842","Upper Quartile",161000
"1996","S01001842","Upper Quartile",104745
"2008","S01001842","Upper Quartile",275000
"2006","S01001842","Upper Quartile",239995
"1998","S01001842","Upper Quartile",81909
"1995","S01001842","Upper Quartile",97745
"2007","S01001842","Upper Quartile",249998
"2004","S01001842","Upper Quartile",177000
"1999","S01001842","Upper Quartile",90528
"2011","S01001842","Upper Quartile",315000
"1994","S01001842","Upper Quartile",69500
"2005","S01001842","Upper Quartile",260000
"2012","S01001842","Upper Quartile",265000
"2013","S01001842","Upper Quartile",223500
"2010","S01001842","Upper Quartile",248500
"1993","S01001842","Upper Quartile",67000
"2001","S01001842","Upper Quartile",134600
"2009","S01001842","Upper Quartile",220000
"2000","S01001842","Upper Quartile",115000
"2004","S01001842","Lower Quartile",112995
"2005","S01001842","Lower Quartile",168000
"2006","S01001842","Lower Quartile",145000
"2007","S01001842","Lower Quartile",164000
"2008","S01001842","Lower Quartile",168250
"2009","S01001842","Lower Quartile",115000
"2010","S01001842","Lower Quartile",170000
"2011","S01001842","Lower Quartile",152500
"2012","S01001842","Lower Quartile",218000
"2013","S01001842","Lower Quartile",139000
"2003","S01001842","Lower Quartile",118000
"2002","S01001842","Lower Quartile",90000
"1998","S01001842","Lower Quartile",59998
"1999","S01001842","Lower Quartile",66000
"2000","S01001842","Lower Quartile",80000
"2001","S01001842","Lower Quartile",74950
"1993","S01001842","Lower Quartile",60000
"1994","S01001842","Lower Quartile",63475
"1995","S01001842","Lower Quartile",65870
"1996","S01001842","Lower Quartile",71795
"1997","S01001842","Lower Quartile",68950
"2004","S01001842","Count",27
"2005","S01001842","Count",14
"2006","S01001842","Count",22
"2007","S01001842","Count",32
"2008","S01001842","Count",11
"2009","S01001842","Count",7
"2010","S01001842","Count",10
"2011","S01001842","Count",7
"2012","S01001842","Count",6
"2013","S01001842","Count",11
"2003","S01001842","Count",25
"2002","S01001842","Count",30
"1998","S01001842","Count",32
"1999","S01001842","Count",25
"2000","S01001842","Count",18
"2001","S01001842","Count",27
"1993","S01001842","Count",3
"1994","S01001842","Count",4
"1995","S01001842","Count",88
"1996","S01001842","Count",75
"1997","S01001842","Count",62
"2008","S01001843","Median",116000
"2009","S01001843","Median",109000
"2006","S01001843","Median",87498
"2005","S01001843","Median",82250
"1998","S01001843","Median",36750
"2010","S01001843","Median",90000
"2013","S01001843","Median",85000
"2012","S01001843","Median",78777
"1995","S01001843","Median",34000
"2011","S01001843","Median",77500
"2004","S01001843","Median",69000
"1993","S01001843","Median",33000
"2001","S01001843","Median",42000
"2002","S01001843","Median",48088
"1996","S01001843","Median",33250
